"sourcecountrycode","targetcountrycode","relationshiptype","weight"
"FI","AT","VOTE_2023_PUBLIC","2"
"NL","AT","VOTE_2023_PUBLIC","4"
"RS","AT","VOTE_2023_PUBLIC","3"
"TR","BA","VOTE_1993_JURY","12"
"IT","BA","VOTE_1993_JURY","3"
"BE","BA","VOTE_1993_JURY","1"
"IE","BA","VOTE_1993_JURY","3"
"FR","BA","VOTE_1993_JURY","4"
"MT","BA","VOTE_1993_JURY","4"
"MT","BA","VOTE_1994_JURY","7"
"FR","BA","VOTE_1994_JURY","10"
"HR","BA","VOTE_1994_JURY","4"
"ES","BA","VOTE_1994_JURY","7"
"SK","BA","VOTE_1994_JURY","8"
"HU","BA","VOTE_1994_JURY","1"
"FI","BA","VOTE_1994_JURY","2"
"TR","BA","VOTE_1995_JURY","3"
"DK","BA","VOTE_1995_JURY","3"
"HR","BA","VOTE_1995_JURY","8"
"FI","BA","VOTE_1996_JURY","1"
"TR","BA","VOTE_1996_JURY","6"
"MT","BA","VOTE_1996_JURY","3"
"HR","BA","VOTE_1996_JURY","3"
"CH","BA","VOTE_1997_JURY","2"
"SE","BA","VOTE_1997_JURY","4"
"AT","BA","VOTE_1997_JURY","4"
"TR","BA","VOTE_1997_JURY","8"
"HR","BA","VOTE_1997_JURY","1"
"DE","BA","VOTE_1997_JURY","3"
"FR","BA","VOTE_1999_JURY","6"
"DE","BA","VOTE_1999_JURY","8"
"IS","BA","VOTE_1999_JURY","3"
"NO","BA","VOTE_1999_JURY","7"
"SI","BA","VOTE_1999_JURY","10"
"BE","BA","VOTE_1999_JURY","1"
"DK","BA","VOTE_1999_JURY","8"
"NL","BA","VOTE_1999_JURY","3"
"TR","BA","VOTE_1999_JURY","7"
"HR","BA","VOTE_1999_JURY","10"
"SE","BA","VOTE_1999_JURY","6"
"AT","BA","VOTE_1999_JURY","12"
"PL","BA","VOTE_1999_JURY","5"
"SE","BA","VOTE_2001_JURY","4"
"HR","BA","VOTE_2001_JURY","10"
"DK","BA","VOTE_2001_JURY","7"
"MT","BA","VOTE_2001_JURY","1"
"SI","BA","VOTE_2001_JURY","7"
"MK","BA","VOTE_2002_JURY","3"
"AT","BA","VOTE_2002_JURY","7"
"MT","BA","VOTE_2002_JURY","3"
"DK","BA","VOTE_2002_JURY","2"
"SE","BA","VOTE_2002_JURY","6"
"SI","BA","VOTE_2002_JURY","2"
"HR","BA","VOTE_2002_JURY","7"
"ES","BA","VOTE_2002_JURY","3"
"AT","BA","VOTE_2003_JURY","7"
"TR","BA","VOTE_2003_JURY","12"
"HR","BA","VOTE_2003_JURY","8"
"CS","BA","VOTE_2004_JURY","6"
"SI","BA","VOTE_2004_JURY","10"
"SE","BA","VOTE_2004_JURY","8"
"TR","BA","VOTE_2004_JURY","7"
"MC","BA","VOTE_2004_JURY","4"
"MK","BA","VOTE_2004_JURY","4"
"HR","BA","VOTE_2004_JURY","10"
"NL","BA","VOTE_2004_JURY","2"
"NO","BA","VOTE_2004_JURY","10"
"AL","BA","VOTE_2004_JURY","10"
"AT","BA","VOTE_2004_JURY","7"
"DK","BA","VOTE_2004_JURY","8"
"CH","BA","VOTE_2004_JURY","5"
"HR","BA","VOTE_2005_JURY","10"
"IE","BA","VOTE_2005_JURY","1"
"GB","BA","VOTE_2005_JURY","4"
"DK","BA","VOTE_2005_JURY","4"
"SI","BA","VOTE_2005_JURY","8"
"SE","BA","VOTE_2005_JURY","7"
"CS","BA","VOTE_2005_JURY","4"
"NO","BA","VOTE_2005_JURY","7"
"TR","BA","VOTE_2005_JURY","10"
"NL","BA","VOTE_2005_JURY","6"
"AT","BA","VOTE_2005_JURY","10"
"MK","BA","VOTE_2005_JURY","3"
"CH","BA","VOTE_2005_JURY","5"
"CY","BA","VOTE_2006_JURY","2"
"IE","BA","VOTE_2006_JURY","2"
"AM","BA","VOTE_2006_JURY","5"
"MK","BA","VOTE_2006_JURY","12"
"FI","BA","VOTE_2006_JURY","10"
"UA","BA","VOTE_2006_JURY","10"
"MD","BA","VOTE_2006_JURY","5"
"FR","BA","VOTE_2006_JURY","6"
"IL","BA","VOTE_2006_JURY","2"
"LT","BA","VOTE_2006_JURY","4"
"BE","BA","VOTE_2006_JURY","6"
"BY","BA","VOTE_2006_JURY","4"
"DK","BA","VOTE_2006_JURY","8"
"ES","BA","VOTE_2006_JURY","1"
"NO","BA","VOTE_2006_JURY","8"
"RO","BA","VOTE_2006_JURY","7"
"NL","BA","VOTE_2006_JURY","8"
"PT","BA","VOTE_2006_JURY","2"
"CH","BA","VOTE_2006_JURY","12"
"SE","BA","VOTE_2006_JURY","10"
"IS","BA","VOTE_2006_JURY","3"
"AL","BA","VOTE_2006_JURY","12"
"DE","BA","VOTE_2006_JURY","7"
"PL","BA","VOTE_2006_JURY","4"
"MC","BA","VOTE_2006_JURY","12"
"GR","BA","VOTE_2006_JURY","6"
"TR","BA","VOTE_2006_JURY","12"
"RU","BA","VOTE_2006_JURY","6"
"CS","BA","VOTE_2006_JURY","12"
"SI","BA","VOTE_2006_JURY","12"
"BG","BA","VOTE_2006_JURY","7"
"HR","BA","VOTE_2006_JURY","12"
"DK","BA","VOTE_2007_JURY","7"
"FR","BA","VOTE_2007_JURY","1"
"AM","BA","VOTE_2007_JURY","1"
"TR","BA","VOTE_2007_JURY","10"
"SE","BA","VOTE_2007_JURY","6"
"NL","BA","VOTE_2007_JURY","7"
"DE","BA","VOTE_2007_JURY","3"
"AL","BA","VOTE_2007_JURY","8"
"ME","BA","VOTE_2007_JURY","7"
"AT","BA","VOTE_2007_JURY","8"
"MK","BA","VOTE_2007_JURY","4"
"HR","BA","VOTE_2007_JURY","10"
"CZ","BA","VOTE_2007_JURY","4"
"RS","BA","VOTE_2007_JURY","8"
"NO","BA","VOTE_2007_JURY","6"
"SI","BA","VOTE_2007_JURY","8"
"CH","BA","VOTE_2007_JURY","8"
"MK","BA","VOTE_2008_JURY","5"
"RS","BA","VOTE_2008_JURY","12"
"SE","BA","VOTE_2008_JURY","10"
"TR","BA","VOTE_2008_JURY","6"
"CH","BA","VOTE_2008_JURY","7"
"SI","BA","VOTE_2008_JURY","10"
"FI","BA","VOTE_2008_JURY","6"
"CZ","BA","VOTE_2008_JURY","1"
"HR","BA","VOTE_2008_JURY","12"
"AZ","BA","VOTE_2008_JURY","3"
"NL","BA","VOTE_2008_JURY","7"
"FR","BA","VOTE_2008_JURY","2"
"DK","BA","VOTE_2008_JURY","2"
"ME","BA","VOTE_2008_JURY","10"
"DE","BA","VOTE_2008_JURY","5"
"NO","BA","VOTE_2008_JURY","10"
"IE","BA","VOTE_2008_JURY","2"
"DE","BA","VOTE_2009_JURY","2"
"CH","BA","VOTE_2009_JURY","4"
"ME","BA","VOTE_2009_JURY","12"
"AZ","BA","VOTE_2009_JURY","2"
"FI","BA","VOTE_2009_JURY","6"
"SK","BA","VOTE_2009_JURY","8"
"MK","BA","VOTE_2009_JURY","10"
"HR","BA","VOTE_2009_JURY","12"
"SE","BA","VOTE_2009_JURY","5"
"IS","BA","VOTE_2009_JURY","2"
"RS","BA","VOTE_2009_JURY","12"
"BG","BA","VOTE_2009_JURY","4"
"NL","BA","VOTE_2009_JURY","4"
"SI","BA","VOTE_2009_JURY","10"
"TR","BA","VOTE_2009_JURY","8"
"AL","BA","VOTE_2009_JURY","5"
"SI","BA","VOTE_2010_JURY","4"
"AL","BA","VOTE_2010_JURY","6"
"MK","BA","VOTE_2010_JURY","6"
"FR","BA","VOTE_2010_JURY","5"
"TR","BA","VOTE_2010_JURY","8"
"HR","BA","VOTE_2010_JURY","10"
"RS","BA","VOTE_2010_JURY","12"
"HR","BA","VOTE_2011_JURY","7"
"BG","BA","VOTE_2011_JURY","2"
"SI","BA","VOTE_2011_JURY","12"
"NL","BA","VOTE_2011_JURY","8"
"AT","BA","VOTE_2011_JURY","12"
"IT","BA","VOTE_2011_JURY","4"
"GR","BA","VOTE_2011_JURY","3"
"TR","BA","VOTE_2011_JURY","10"
"AL","BA","VOTE_2011_JURY","7"
"SE","BA","VOTE_2011_JURY","8"
"MK","BA","VOTE_2011_JURY","12"
"FR","BA","VOTE_2011_JURY","5"
"DE","BA","VOTE_2011_JURY","7"
"NO","BA","VOTE_2011_JURY","4"
"RS","BA","VOTE_2011_JURY","12"
"CH","BA","VOTE_2011_JURY","12"
"MK","BA","VOTE_2012_JURY","7"
"HR","BA","VOTE_2012_JURY","10"
"ME","BA","VOTE_2012_JURY","6"
"SI","BA","VOTE_2012_JURY","7"
"SK","BA","VOTE_2012_JURY","2"
"AT","BA","VOTE_2012_JURY","7"
"CH","BA","VOTE_2012_JURY","1"
"RS","BA","VOTE_2012_JURY","5"
"TR","BA","VOTE_2012_JURY","10"
"CH","BE","VOTE_1957_JURY","1"
"DE","BE","VOTE_1957_JURY","2"
"DK","BE","VOTE_1957_JURY","2"
"DE","BE","VOTE_1958_JURY","5"
"SE","BE","VOTE_1958_JURY","1"
"CH","BE","VOTE_1958_JURY","1"
"DK","BE","VOTE_1958_JURY","1"
"DE","BE","VOTE_1959_JURY","3"
"NL","BE","VOTE_1959_JURY","1"
"DK","BE","VOTE_1959_JURY","2"
"GB","BE","VOTE_1959_JURY","2"
"MC","BE","VOTE_1959_JURY","1"
"DE","BE","VOTE_1960_JURY","1"
"SE","BE","VOTE_1960_JURY","4"
"IT","BE","VOTE_1960_JURY","3"
"AT","BE","VOTE_1960_JURY","1"
"LU","BE","VOTE_1961_JURY","1"
"AT","BE","VOTE_1963_JURY","4"
"MC","BE","VOTE_1964_JURY","1"
"PT","BE","VOTE_1964_JURY","1"
"SE","BE","VOTE_1966_JURY","1"
"NL","BE","VOTE_1966_JURY","5"
"PT","BE","VOTE_1966_JURY","3"
"DE","BE","VOTE_1966_JURY","5"
"IE","BE","VOTE_1967_JURY","1"
"PT","BE","VOTE_1967_JURY","1"
"FI","BE","VOTE_1967_JURY","3"
"DE","BE","VOTE_1967_JURY","1"
"GB","BE","VOTE_1967_JURY","1"
"YU","BE","VOTE_1967_JURY","1"
"GB","BE","VOTE_1968_JURY","1"
"FR","BE","VOTE_1968_JURY","1"
"IT","BE","VOTE_1968_JURY","3"
"ES","BE","VOTE_1968_JURY","1"
"FI","BE","VOTE_1968_JURY","1"
"PT","BE","VOTE_1968_JURY","1"
"GB","BE","VOTE_1969_JURY","3"
"NL","BE","VOTE_1969_JURY","1"
"NO","BE","VOTE_1969_JURY","2"
"ES","BE","VOTE_1969_JURY","2"
"CH","BE","VOTE_1969_JURY","2"
"FR","BE","VOTE_1970_JURY","3"
"IE","BE","VOTE_1970_JURY","1"
"LU","BE","VOTE_1970_JURY","1"
"NL","BE","VOTE_1971_JURY","6"
"SE","BE","VOTE_1971_JURY","5"
"CH","BE","VOTE_1971_JURY","4"
"DE","BE","VOTE_1971_JURY","2"
"NO","BE","VOTE_1971_JURY","4"
"MT","BE","VOTE_1971_JURY","2"
"ES","BE","VOTE_1971_JURY","2"
"GB","BE","VOTE_1971_JURY","6"
"FI","BE","VOTE_1971_JURY","6"
"PT","BE","VOTE_1971_JURY","6"
"IT","BE","VOTE_1971_JURY","3"
"MC","BE","VOTE_1971_JURY","5"
"FR","BE","VOTE_1971_JURY","5"
"IE","BE","VOTE_1971_JURY","4"
"LU","BE","VOTE_1971_JURY","2"
"AT","BE","VOTE_1971_JURY","3"
"YU","BE","VOTE_1971_JURY","3"
"FI","BE","VOTE_1972_JURY","4"
"FR","BE","VOTE_1972_JURY","3"
"GB","BE","VOTE_1972_JURY","5"
"IT","BE","VOTE_1972_JURY","3"
"NO","BE","VOTE_1972_JURY","2"
"PT","BE","VOTE_1972_JURY","3"
"AT","BE","VOTE_1972_JURY","2"
"DE","BE","VOTE_1972_JURY","2"
"ES","BE","VOTE_1972_JURY","2"
"NL","BE","VOTE_1972_JURY","3"
"MT","BE","VOTE_1972_JURY","5"
"YU","BE","VOTE_1972_JURY","2"
"LU","BE","VOTE_1972_JURY","6"
"IE","BE","VOTE_1972_JURY","4"
"CH","BE","VOTE_1972_JURY","3"
"SE","BE","VOTE_1972_JURY","2"
"MC","BE","VOTE_1972_JURY","4"
"FR","BE","VOTE_1973_JURY","2"
"SE","BE","VOTE_1973_JURY","2"
"CH","BE","VOTE_1973_JURY","4"
"YU","BE","VOTE_1973_JURY","4"
"IE","BE","VOTE_1973_JURY","4"
"NL","BE","VOTE_1973_JURY","3"
"IT","BE","VOTE_1973_JURY","2"
"IL","BE","VOTE_1973_JURY","2"
"ES","BE","VOTE_1973_JURY","6"
"NO","BE","VOTE_1973_JURY","3"
"GB","BE","VOTE_1973_JURY","5"
"DE","BE","VOTE_1973_JURY","4"
"PT","BE","VOTE_1973_JURY","3"
"MC","BE","VOTE_1973_JURY","6"
"FI","BE","VOTE_1973_JURY","4"
"LU","BE","VOTE_1973_JURY","4"
"NO","BE","VOTE_1974_JURY","2"
"LU","BE","VOTE_1974_JURY","3"
"GR","BE","VOTE_1974_JURY","5"
"DE","BE","VOTE_1975_JURY","7"
"SE","BE","VOTE_1975_JURY","2"
"YU","BE","VOTE_1975_JURY","3"
"NL","BE","VOTE_1975_JURY","5"
"FI","BE","VOTE_1976_JURY","12"
"CH","BE","VOTE_1976_JURY","6"
"PT","BE","VOTE_1976_JURY","8"
"IT","BE","VOTE_1976_JURY","8"
"GB","BE","VOTE_1976_JURY","7"
"NO","BE","VOTE_1976_JURY","6"
"NL","BE","VOTE_1976_JURY","4"
"AT","BE","VOTE_1976_JURY","3"
"MC","BE","VOTE_1976_JURY","8"
"IL","BE","VOTE_1976_JURY","1"
"FR","BE","VOTE_1976_JURY","5"
"LU","BE","VOTE_1977_JURY","4"
"SE","BE","VOTE_1977_JURY","4"
"FI","BE","VOTE_1977_JURY","3"
"NL","BE","VOTE_1977_JURY","12"
"PT","BE","VOTE_1977_JURY","7"
"GB","BE","VOTE_1977_JURY","10"
"IE","BE","VOTE_1977_JURY","4"
"GR","BE","VOTE_1977_JURY","5"
"NO","BE","VOTE_1977_JURY","6"
"DE","BE","VOTE_1977_JURY","8"
"IL","BE","VOTE_1977_JURY","6"
"GR","BE","VOTE_1978_JURY","12"
"ES","BE","VOTE_1978_JURY","2"
"LU","BE","VOTE_1978_JURY","7"
"SE","BE","VOTE_1978_JURY","4"
"PT","BE","VOTE_1978_JURY","4"
"NO","BE","VOTE_1978_JURY","7"
"AT","BE","VOTE_1978_JURY","4"
"FI","BE","VOTE_1978_JURY","6"
"MC","BE","VOTE_1978_JURY","12"
"IE","BE","VOTE_1978_JURY","12"
"DE","BE","VOTE_1978_JURY","3"
"CH","BE","VOTE_1978_JURY","10"
"IT","BE","VOTE_1978_JURY","6"
"GB","BE","VOTE_1978_JURY","12"
"FR","BE","VOTE_1978_JURY","12"
"IL","BE","VOTE_1978_JURY","7"
"NL","BE","VOTE_1978_JURY","5"
"DE","BE","VOTE_1979_JURY","1"
"GB","BE","VOTE_1979_JURY","2"
"DK","BE","VOTE_1979_JURY","2"
"PT","BE","VOTE_1980_JURY","10"
"GB","BE","VOTE_1980_JURY","1"
"GR","BE","VOTE_1980_JURY","3"
"CY","BE","VOTE_1981_JURY","5"
"IL","BE","VOTE_1981_JURY","1"
"TR","BE","VOTE_1981_JURY","7"
"FI","BE","VOTE_1981_JURY","2"
"GR","BE","VOTE_1981_JURY","7"
"DK","BE","VOTE_1981_JURY","6"
"GB","BE","VOTE_1981_JURY","3"
"AT","BE","VOTE_1981_JURY","1"
"YU","BE","VOTE_1981_JURY","8"
"LU","BE","VOTE_1982_JURY","5"
"IL","BE","VOTE_1982_JURY","6"
"SE","BE","VOTE_1982_JURY","7"
"FI","BE","VOTE_1982_JURY","5"
"CH","BE","VOTE_1982_JURY","2"
"GB","BE","VOTE_1982_JURY","2"
"YU","BE","VOTE_1982_JURY","7"
"ES","BE","VOTE_1982_JURY","10"
"TR","BE","VOTE_1982_JURY","6"
"NO","BE","VOTE_1982_JURY","5"
"PT","BE","VOTE_1982_JURY","8"
"IE","BE","VOTE_1982_JURY","4"
"DE","BE","VOTE_1982_JURY","4"
"CY","BE","VOTE_1982_JURY","8"
"NL","BE","VOTE_1982_JURY","3"
"DK","BE","VOTE_1982_JURY","10"
"AT","BE","VOTE_1982_JURY","4"
"GB","BE","VOTE_1983_JURY","4"
"ES","BE","VOTE_1983_JURY","8"
"PT","BE","VOTE_1983_JURY","1"
"AT","BE","VOTE_1984_JURY","3"
"LU","BE","VOTE_1984_JURY","12"
"FR","BE","VOTE_1984_JURY","12"
"PT","BE","VOTE_1984_JURY","10"
"DE","BE","VOTE_1984_JURY","4"
"IT","BE","VOTE_1984_JURY","1"
"TR","BE","VOTE_1984_JURY","5"
"ES","BE","VOTE_1984_JURY","2"
"NL","BE","VOTE_1984_JURY","8"
"FI","BE","VOTE_1984_JURY","10"
"NO","BE","VOTE_1984_JURY","3"
"TR","BE","VOTE_1985_JURY","7"
"AT","BE","VOTE_1986_JURY","6"
"YU","BE","VOTE_1986_JURY","10"
"LU","BE","VOTE_1986_JURY","10"
"IE","BE","VOTE_1986_JURY","12"
"CH","BE","VOTE_1986_JURY","10"
"DE","BE","VOTE_1986_JURY","1"
"TR","BE","VOTE_1986_JURY","12"
"IL","BE","VOTE_1986_JURY","5"
"IS","BE","VOTE_1986_JURY","10"
"GB","BE","VOTE_1986_JURY","10"
"FR","BE","VOTE_1986_JURY","12"
"NL","BE","VOTE_1986_JURY","10"
"ES","BE","VOTE_1986_JURY","10"
"SE","BE","VOTE_1986_JURY","6"
"NO","BE","VOTE_1986_JURY","8"
"PT","BE","VOTE_1986_JURY","12"
"CY","BE","VOTE_1986_JURY","10"
"DK","BE","VOTE_1986_JURY","10"
"FI","BE","VOTE_1986_JURY","12"
"CY","BE","VOTE_1987_JURY","5"
"DE","BE","VOTE_1987_JURY","4"
"AT","BE","VOTE_1987_JURY","3"
"IL","BE","VOTE_1987_JURY","2"
"FI","BE","VOTE_1987_JURY","3"
"LU","BE","VOTE_1987_JURY","5"
"TR","BE","VOTE_1987_JURY","4"
"NO","BE","VOTE_1987_JURY","5"
"GB","BE","VOTE_1987_JURY","8"
"YU","BE","VOTE_1987_JURY","4"
"IT","BE","VOTE_1987_JURY","6"
"ES","BE","VOTE_1987_JURY","7"
"FR","BE","VOTE_1988_JURY","5"
"IE","BE","VOTE_1989_JURY","5"
"NL","BE","VOTE_1989_JURY","5"
"IS","BE","VOTE_1989_JURY","1"
"NO","BE","VOTE_1989_JURY","2"
"CH","BE","VOTE_1990_JURY","4"
"NL","BE","VOTE_1990_JURY","7"
"SE","BE","VOTE_1990_JURY","7"
"NO","BE","VOTE_1990_JURY","1"
"FR","BE","VOTE_1990_JURY","8"
"IE","BE","VOTE_1990_JURY","1"
"PT","BE","VOTE_1990_JURY","2"
"DE","BE","VOTE_1990_JURY","8"
"AT","BE","VOTE_1990_JURY","4"
"LU","BE","VOTE_1990_JURY","4"
"FR","BE","VOTE_1991_JURY","5"
"AT","BE","VOTE_1991_JURY","3"
"IT","BE","VOTE_1991_JURY","5"
"GB","BE","VOTE_1991_JURY","2"
"FI","BE","VOTE_1991_JURY","3"
"SE","BE","VOTE_1991_JURY","2"
"ES","BE","VOTE_1991_JURY","3"
"FR","BE","VOTE_1992_JURY","3"
"TR","BE","VOTE_1992_JURY","4"
"LU","BE","VOTE_1992_JURY","1"
"ES","BE","VOTE_1992_JURY","3"
"DE","BE","VOTE_1993_JURY","3"
"AT","BE","VOTE_1995_JURY","1"
"ES","BE","VOTE_1995_JURY","7"
"HR","BE","VOTE_1996_JURY","2"
"ES","BE","VOTE_1996_JURY","12"
"EE","BE","VOTE_1996_JURY","1"
"GB","BE","VOTE_1996_JURY","5"
"NL","BE","VOTE_1996_JURY","2"
"HU","BE","VOTE_1998_JURY","3"
"CH","BE","VOTE_1998_JURY","4"
"CY","BE","VOTE_1998_JURY","6"
"SK","BE","VOTE_1998_JURY","7"
"PL","BE","VOTE_1998_JURY","12"
"ES","BE","VOTE_1998_JURY","7"
"PT","BE","VOTE_1998_JURY","8"
"NO","BE","VOTE_1998_JURY","7"
"FR","BE","VOTE_1998_JURY","7"
"DE","BE","VOTE_1998_JURY","4"
"NL","BE","VOTE_1998_JURY","10"
"TR","BE","VOTE_1998_JURY","1"
"MK","BE","VOTE_1998_JURY","6"
"IL","BE","VOTE_1998_JURY","5"
"MT","BE","VOTE_1998_JURY","3"
"SI","BE","VOTE_1998_JURY","6"
"IE","BE","VOTE_1998_JURY","7"
"GB","BE","VOTE_1998_JURY","7"
"GR","BE","VOTE_1998_JURY","4"
"SE","BE","VOTE_1998_JURY","2"
"EE","BE","VOTE_1998_JURY","6"
"HR","BE","VOTE_1999_JURY","4"
"FR","BE","VOTE_1999_JURY","2"
"PL","BE","VOTE_1999_JURY","2"
"EE","BE","VOTE_1999_JURY","5"
"IL","BE","VOTE_1999_JURY","5"
"NL","BE","VOTE_1999_JURY","10"
"IE","BE","VOTE_1999_JURY","10"
"MK","BE","VOTE_2000_JURY","2"
"DK","BE","VOTE_2002_JURY","4"
"ES","BE","VOTE_2002_JURY","1"
"TR","BE","VOTE_2002_JURY","10"
"RU","BE","VOTE_2002_JURY","7"
"SE","BE","VOTE_2002_JURY","3"
"GB","BE","VOTE_2002_JURY","4"
"FR","BE","VOTE_2002_JURY","2"
"LT","BE","VOTE_2002_JURY","2"
"IE","BE","VOTE_2003_JURY","10"
"RU","BE","VOTE_2003_JURY","3"
"PT","BE","VOTE_2003_JURY","6"
"ES","BE","VOTE_2003_JURY","12"
"RO","BE","VOTE_2003_JURY","8"
"SI","BE","VOTE_2003_JURY","3"
"TR","BE","VOTE_2003_JURY","7"
"NL","BE","VOTE_2003_JURY","10"
"GB","BE","VOTE_2003_JURY","5"
"UA","BE","VOTE_2003_JURY","10"
"NO","BE","VOTE_2003_JURY","3"
"PL","BE","VOTE_2003_JURY","12"
"CY","BE","VOTE_2003_JURY","3"
"LV","BE","VOTE_2003_JURY","10"
"IS","BE","VOTE_2003_JURY","7"
"EE","BE","VOTE_2003_JURY","8"
"DE","BE","VOTE_2003_JURY","6"
"FR","BE","VOTE_2003_JURY","12"
"GR","BE","VOTE_2003_JURY","8"
"IL","BE","VOTE_2003_JURY","8"
"BA","BE","VOTE_2003_JURY","10"
"AT","BE","VOTE_2003_JURY","4"
"AD","BE","VOTE_2004_JURY","1"
"NL","BE","VOTE_2004_JURY","5"
"CY","BE","VOTE_2004_JURY","1"
"PL","BE","VOTE_2010_JURY","10"
"NO","BE","VOTE_2010_JURY","3"
"RS","BE","VOTE_2010_JURY","5"
"SE","BE","VOTE_2010_JURY","2"
"DK","BE","VOTE_2010_JURY","10"
"RO","BE","VOTE_2010_JURY","4"
"NL","BE","VOTE_2010_JURY","6"
"DE","BE","VOTE_2010_JURY","12"
"LV","BE","VOTE_2010_JURY","4"
"CH","BE","VOTE_2010_JURY","7"
"MT","BE","VOTE_2010_JURY","10"
"RU","BE","VOTE_2010_JURY","5"
"GR","BE","VOTE_2010_JURY","6"
"SK","BE","VOTE_2010_JURY","10"
"FR","BE","VOTE_2010_JURY","7"
"IS","BE","VOTE_2010_JURY","10"
"LT","BE","VOTE_2010_JURY","7"
"FI","BE","VOTE_2010_JURY","6"
"EE","BE","VOTE_2010_JURY","3"
"UA","BE","VOTE_2010_JURY","1"
"PT","BE","VOTE_2010_JURY","5"
"IE","BE","VOTE_2010_JURY","10"
"DK","BE","VOTE_2013_JURY","5"
"NL","BE","VOTE_2013_JURY","12"
"GB","BE","VOTE_2013_JURY","3"
"RU","BE","VOTE_2013_JURY","8"
"SM","BE","VOTE_2013_JURY","5"
"NO","BE","VOTE_2013_JURY","3"
"SE","BE","VOTE_2013_JURY","7"
"RS","BE","VOTE_2013_JURY","3"
"SI","BE","VOTE_2013_JURY","2"
"LV","BE","VOTE_2013_JURY","2"
"HU","BE","VOTE_2013_JURY","4"
"IE","BE","VOTE_2013_JURY","4"
"AT","BE","VOTE_2013_JURY","3"
"EE","BE","VOTE_2013_JURY","2"
"FR","BE","VOTE_2013_JURY","5"
"FI","BE","VOTE_2013_JURY","3"
"AU","BE","VOTE_2015_JURY","6"
"GE","BE","VOTE_2015_JURY","6"
"GB","BE","VOTE_2015_JURY","3"
"RO","BE","VOTE_2015_JURY","7"
"SE","BE","VOTE_2015_JURY","10"
"CH","BE","VOTE_2015_JURY","2"
"PL","BE","VOTE_2015_JURY","5"
"GR","BE","VOTE_2015_JURY","7"
"NL","BE","VOTE_2015_JURY","12"
"IT","BE","VOTE_2015_JURY","7"
"AM","BE","VOTE_2015_JURY","4"
"IE","BE","VOTE_2015_JURY","2"
"LV","BE","VOTE_2015_JURY","4"
"CZ","BE","VOTE_2015_JURY","6"
"IS","BE","VOTE_2015_JURY","4"
"RS","BE","VOTE_2015_JURY","4"
"NO","BE","VOTE_2015_JURY","7"
"MK","BE","VOTE_2015_JURY","1"
"PT","BE","VOTE_2015_JURY","5"
"LT","BE","VOTE_2015_JURY","7"
"CY","BE","VOTE_2015_JURY","7"
"BY","BE","VOTE_2015_JURY","8"
"FR","BE","VOTE_2015_JURY","12"
"DK","BE","VOTE_2015_JURY","7"
"DE","BE","VOTE_2015_JURY","8"
"HU","BE","VOTE_2015_JURY","12"
"MD","BE","VOTE_2015_JURY","6"
"FI","BE","VOTE_2015_JURY","7"
"SI","BE","VOTE_2015_JURY","3"
"EE","BE","VOTE_2015_JURY","7"
"ES","BE","VOTE_2015_JURY","6"
"AL","BE","VOTE_2015_JURY","1"
"AT","BE","VOTE_2015_JURY","5"
"SM","BE","VOTE_2015_JURY","5"
"IL","BE","VOTE_2015_JURY","4"
"RU","BE","VOTE_2015_JURY","10"
"DE","BE","VOTE_2016_JURY","5"
"SI","BE","VOTE_2016_JURY","8"
"NL","BE","VOTE_2016_JURY","4"
"MK","BE","VOTE_2016_JURY","4"
"AU","BE","VOTE_2016_JURY","12"
"ME","BE","VOTE_2016_JURY","3"
"DK","BE","VOTE_2016_JURY","8"
"BY","BE","VOTE_2016_JURY","4"
"BG","BE","VOTE_2016_JURY","10"
"LT","BE","VOTE_2016_JURY","5"
"AT","BE","VOTE_2016_JURY","5"
"AM","BE","VOTE_2016_JURY","4"
"IL","BE","VOTE_2016_JURY","6"
"NO","BE","VOTE_2016_JURY","5"
"IS","BE","VOTE_2016_JURY","3"
"UA","BE","VOTE_2016_JURY","10"
"GE","BE","VOTE_2016_JURY","10"
"CZ","BE","VOTE_2016_JURY","2"
"CH","BE","VOTE_2016_JURY","10"
"IE","BE","VOTE_2016_JURY","12"
"AT","BE","VOTE_2017_JURY","2"
"UA","BE","VOTE_2017_JURY","1"
"CY","BE","VOTE_2017_JURY","3"
"NL","BE","VOTE_2017_JURY","2"
"SI","BE","VOTE_2017_JURY","5"
"IL","BE","VOTE_2017_JURY","8"
"ME","BE","VOTE_2017_JURY","6"
"PL","BE","VOTE_2017_JURY","10"
"LV","BE","VOTE_2017_JURY","10"
"SE","BE","VOTE_2017_JURY","1"
"ES","BE","VOTE_2017_JURY","4"
"SM","BE","VOTE_2017_JURY","8"
"DK","BE","VOTE_2017_JURY","2"
"PT","BE","VOTE_2017_JURY","8"
"IE","BE","VOTE_2017_JURY","12"
"CH","BE","VOTE_2017_JURY","6"
"IT","BE","VOTE_2017_JURY","7"
"GB","BE","VOTE_2017_JURY","5"
"LT","BE","VOTE_2017_JURY","4"
"EE","BE","VOTE_2017_JURY","2"
"IS","BE","VOTE_2017_JURY","2"
"RS","BE","VOTE_2016_PUBLIC","5"
"IS","BE","VOTE_2016_PUBLIC","3"
"DK","BE","VOTE_2016_PUBLIC","8"
"NO","BE","VOTE_2016_PUBLIC","2"
"NL","BE","VOTE_2016_PUBLIC","12"
"AU","BE","VOTE_2016_PUBLIC","12"
